dr2_source_id,_2MASS,EPIC,CWW,NOMAD1,RA_ICRS,DE_ICRS,pmRA,pmDE,e_pmRA,Source,plx,e_plx,epsi,sepsi,Gmag,BP-RP,e_BP-RP,Jmag,Kmag,eJ-K,RVGaia,e_RVGaia,RV,o_RV,eRV,dRV,delTrv,Member,pBin,WBin,SpBin,rad,drad,f_drad,pmd,dplx,dcmd,AO,nmag,nrad,Teff,Mass,SpT,K2_PTF,Prot,r_Prot,sigmaLC,RvarLC,Bench,Notes,Cl,O19,SimbadName,_RA_icrs,_DE_icrs,dr2_bp_rp,dr3_source_id,angular_distance,magnitude_difference,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmdec,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_expected_sig_to_noise,vbroad,vbroad_error,l,b,ecl_lon,ecl_lat,non_single_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,azero_gspphot,ag_gspphot,ebpminrp_gspphot,Teff_Curtis20,nbhr_count,flag_nbhr_count,abs_magnitude_difference,flag_bad_gaiamatch,M_G,flag_ruwe_outlier,flag_possible_binary,flag_benchmark_period
6772762864267173248,J19262764-2114454,217057859,0,0687-0872354,291.61521,-21.24604611111111,0.632,-26.228,0.145,GaiaDR2 ,3.1431,0.0509,0.0,0.0,6.4054,1.7775,0.004188,4.378,3.371,0.305,-30.88,0.94,,9.0,,-72.38,,No: RV non-member,   ,No ,RV-NM,5.478,31.446, ,1.597,-0.1085,,   ,,,4107.9,1.558,K7,N_N,,    ,0.0,0.0,No,,0,O19,Gaia DR2 6772762864267173248,291.6152069444444,-21.245933055555554,1.7775,6772762864267173248,0.95820665,0.0083322525,291.6152056067299,-21.24604910529964,2.911647839076249,0.15063217,19.329521,-0.5036935802387581,-23.983830032441904,4.823897,2261.6958,6.413755,601.375,49914162.89245643,651.82416,1.3030794,0,0,0,0,1.7709723,0.85955334,0.9114189,-30.65342,0.8646747,1,588.6205,7.3512893,0.18542463,17.296178724818372,-16.948052907864483,290.08171185625076,0.6989540431153577,1,,,,,,,4114.554869513082,0,False,0.0083322525,False,-1.2655508283187373,True,True,False
4184143881214538112,J19152612-1605571,219688088,1,0739-0788697,288.85882,-16.099296944444443,1.709,-25.438,0.111,GaiaDR2 ,3.163,0.049,0.0,0.0,7.0413,1.4023,0.00314,5.306,4.544,0.038,40.56,1.89,37.6228,4.0,1.438,-1.481,2984.33,Yes,   ,Yes,No,0.368,8.528, ,2.879,-0.0886,,No ,,,4646.4,1.56,K4,A_N,0.0,K2  ,44.27890000000001,48.95400000000001,No,,0,O19,Gaia DR2 4184143881214538112,288.8588122222222,-16.0991875,1.4023,4184143881214538112,0.048330527,0.012757301,288.85881895110373,-16.099300355540546,3.167731396676992,0.089580715,35.361755,0.4438537472168633,-26.437820224502012,2.9838943,5530.1924,7.054052,1221.3401,24123311.77009102,1946.397,1.2548102,0,0,0,0,1.393681,0.63143253,0.7622485,39.329597,1.4472036,1,396.66168,9.494884,0.7349122,21.052157649315863,-12.46343656093898,288.20165758251227,6.156273470242921,1,,,,,,,4628.18341861014,0,False,0.012757301,False,-0.4422063784837693,True,True,False
4183949198935967232,J19172384-1604243,219697419,2,0739-0791715,289.34934,-16.073543888888885,-0.537,-26.453,0.101,GaiaDR2 ,3.2373,0.0489,0.0,0.0,7.181,1.5511,0.00272,5.273,4.444,0.045,38.51,0.17,39.0971,7.0,0.904,-2.375,4306.63,Yes,   ,No ,No,0.404,2.143, ,0.414,-0.0143,,No ,,,4397.0,1.559,K5,A_N,0.0,K2  ,1.9757000000000005,3.3631000000000006,No,,0,O19,Gaia DR2 4183949198935967232,289.3493425,-16.07343,1.5511,4183949198935967232,0.27932757,0.010259628,289.3493406388807,-16.07354766408022,3.2969754694051097,0.02212682,149.00359,-0.48757004995005415,-26.507340898467895,1.0885457,4489.806,7.191264,1351.3622,22455124.63178562,2357.3752,1.2715157,0,0,0,0,1.5396476,0.7179904,0.8216572,38.29899,0.14975914,1,544.46826,9.528663,0.35468975,21.279748619867703,-12.879965410138027,288.67500072367574,6.120091862779079,2,4519.807,4508.7295,4524.4297,0.6478,0.4878,0.2541,4394.0738029117365,0,False,0.010259628,False,-0.21815726817477632,False,True,False
4184137077986034048,J19171130-1603082,219704882,4,0739-0791406,289.29713,-16.052401944444444,-0.797,-26.997,0.118,GaiaDR2 ,3.2498,0.0562,0.0,0.0,8.025,1.3494,0.004465,6.401,5.633,0.029,41.33,0.18,40.3986,6.0,1.048,-0.329,3334.35,Yes,   ,No ,No,0.391,1.808, ,0.392,-0.0018,,No ,,,4748.2,1.54,K2,A_N,0.0,K2  ,1.6810000000000003,2.4896000000000003,No,,0,O19,Gaia DR2 4184137077986034048,289.29713361111106,-16.052285833333332,1.3494,4184137077986034048,0.14189127,0.009578705,289.29712794145905,-16.052405545609744,3.193992702442945,0.025534103,125.08733,-0.8349857964147591,-27.168303372346855,1.0645518,3525.8337,8.034533,900.25305,9572750.153252207,2802.9734,1.2482651,0,0,0,0,1.340879,0.60165024,0.7392287,41.06213,0.12384779,1,335.55505,7.3856196,0.25886476,21.27775196915052,-12.825553537949116,288.62779666868363,6.147690031558852,0,4757.7646,4754.0312,4760.55,0.414,0.3204,0.1676,4725.807815144173,0,False,0.009578705,False,0.5562021446875676,False,False,False
4087762027643173248,J19170343-1703138,219310397,6,0729-1030607,289.26428999999996,-17.05393694444444,-1.365,-26.523,0.143,GaiaDR2 ,3.2907,0.0677,0.0,0.0,8.0278,1.2825,0.002953,6.425,5.718,0.028,41.77,0.19,41.5174,5.0,0.166,0.053,3334.35,Yes,   ,No ,No,0.692,5.531, ,0.461,0.0391,,No ,,,4887.4,1.557,K2,A_N,0.0,K2  ,1.4390000000000003,1.9098000000000004,No,,0,O19,Gaia DR2 4087762027643173248,289.2642961111111,-17.053822777777775,1.2825,4087762031955829120,0.26807287,0.010672569,289.26428872984457,-17.053940561343147,3.2362578754133313,0.03851418,84.0277,-1.373356438448126,-26.559818638416957,1.1074783,3163.8389,8.038519,1178.5736,9290482.106291026,1323.5151,1.2421703,0,0,0,0,1.2728233,0.5621042,0.7107191,41.385128,0.15505543,1,286.2848,7.1410246,0.43245703,20.33105764143402,-13.217135323381509,288.46360247104985,5.15907190256136,0,4758.138,4754.5063,4762.913,0.2746,0.2137,0.1121,4862.2485854590595,0,False,0.010672569,False,0.5887345071252703,False,False,False
4084757199808535296,J19183747-1712575,219239754,7,0727-1082961,289.65612,-17.216101944444443,-0.928,-25.977,0.201,GaiaDR2 ,3.2495,0.0687,0.0,0.0,8.0374,1.2801,0.000707,6.406,5.735,0.03,42.24,0.13,41.4696,3.0,0.051,-0.049,1886.2,Yes,   ,No ,No,1.005,5.434, ,0.646,-0.0021,,No ,,,4892.7,1.557,K2,A_N,0.0,K2  ,1.5213000000000003,1.8803000000000003,No,,0,O19,Gaia DR2 4084757199808535296,289.65612416666664,-17.215990277777774,1.2801,4084757199808535296,0.17140582,0.012046814,289.6561151278532,-17.216105200323568,3.2560374318780227,0.023836333,136.59976,-1.1252378233346159,-26.0469223112743,0.94113386,4372.502,8.049439,1193.531,9198594.034508962,2396.8728,1.2420646,0,7,0,0,1.273457,0.5626097,0.7108474,41.816536,0.12552845,1,251.39153,7.3804765,0.37656045,20.340045124476895,-13.625083761927584,288.81449881935896,4.948535136518107,0,,,,,,,4867.429027795686,0,False,0.012046814,False,0.6128863750275322,False,False,False
4184200643491196928,J19140272-1554055,219757320,9,0740-0785901,288.51138,-15.901708055555554,0.055,-26.412,0.136,GaiaDR2 ,3.2145,0.068,0.125,4.14,8.0569,1.3822,0.004319,6.312,5.562,0.028,54.98,5.14,36.9929,18.0,27.758,-6.095,3278.37,Yes,   ,Yes,SB1-Short,0.755,5.126, ,0.993,-0.0371,,No ,,,4684.2,1.539,K4,A_N,0.0,K2  ,1.6257000000000004,2.7617000000000007,No,,0,O19,Gaia DR2 4184200643491196928,288.51137972222216,-15.901594166666664,1.3822,4184200643505162112,0.21940452,0.011236191,288.51137965373596,-15.90171183615899,3.3044279858294674,0.04778921,69.145905,-0.4556613957030127,-26.357785212805943,2.1421993,3606.105,8.068089,836.9219,9411038.602606127,1198.1814,1.2534286,0,13,0,0,1.3728743,0.6185875,0.75428677,46.529907,7.49551,1,198.89674,7.45447,0.44622624,21.090772527490653,-12.07722491016932,287.89392153619707,6.395048390205276,0,,,,,,,4664.269080352721,0,False,0.011236191,False,0.6635699896368799,True,True,False
4184125807991900928,J19155129-1617591,219614490,10,0737-0794847,288.96374,-16.299853888888887,-0.629,-26.895,0.104,GaiaDR2 ,3.1967,0.044,0.0,0.0,8.1237,1.319,0.002404,6.448,5.787,0.032,40.8,0.22,40.3321,5.0,0.721,-0.754,2984.33,Yes,   ,No ,No,0.153,5.051, ,0.395,-0.0549,,No ,,,4810.0,1.535,K2,S_N,0.0,K2  ,34.767100000000006,37.53340000000001,No,,0,O19,Gaia DR2 4184125807991900928,288.9637427777777,-16.29973833333333,1.319,4184125807991900928,0.13855949,0.009137154,288.9637383261093,-16.299858143351763,3.2777995632718318,0.022482311,145.7946,-0.8129271167200471,-26.953402982265793,0.94709545,4863.916,8.1328535,1488.9901,8641044.427413816,6643.8076,1.2458795,0,0,0,0,1.3089046,0.582531,0.7263737,40.695713,0.1313517,1,190.19629,7.5075927,0.44809958,20.909396620243154,-12.639381192459583,288.275973917097,5.944346236390625,0,4514.275,4502.4146,4522.5693,0.0917,0.0706,0.0372,4785.93225867035,0,False,0.009137154,False,0.7107654731636437,False,False,False
4087842738668571008,J19161966-1634094,219511589,3,0734-0820974,289.08189999999996,-16.569408888888887,-1.036,-26.588,0.192,GaiaDR2 ,3.1293,0.0908,0.172,6.74,8.1773,0.0855,0.002302,8.052,8.072,0.037,,,50.994,7.0,7.439,9.494,2102.27,Yes,   ,No ,SB1-Short,0.185,11.782, ,0.126,-0.1223,,No ,,,9150.2,1.534,A2,A_N,0.0,K2  ,0.5107,0.6036000000000001,No,,0,O19,Gaia DR2 4087842738668571008,289.0819047222222,-16.56929444444444,0.0855,4087842738668571008,0.21114606,0.013127327,289.0819009477475,-16.56941258303123,3.1949863636327565,0.031119348,102.66881,-1.0151072669891295,-26.733658966471786,0.92264354,2292.4866,8.190447,1137.6964,4460281.906446247,1981.638,1.1633672,0,4,0,6,0.07974148,0.013784409,0.06595707,41.951607,1.8383459,1,103.62008,,,20.707558986866225,-12.855597461894643,288.35361142319897,5.662320680625131,0,10436.347,10390.954,10474.355,0.2652,0.2552,0.1362,,0,False,0.013127327,False,0.7127918981728811,False,False,False
4183930438518525184,J19180978-1616222,219624547,11,0737-0798216,289.54076,-16.27298611111111,-1.243,-27.019,0.114,GaiaDR2 ,3.3677,0.0418,0.0,0.0,8.2467,1.3497,0.002484,6.537,5.834,0.029,41.62,0.14,41.5157,4.0,0.846,0.226,1858.33,Yes,   ,No ,No,0.463,11.116, ,0.514,0.1161,,No ,,,4747.6,1.534,K2,A_N,0.0,K2  ,1.9739000000000004,2.3074000000000003,No,,0,O19,Gaia DR2 4183930438518525184,289.54076555555554,-16.27286972222222,1.3497,4183930438518525184,0.16946524,0.009799004,289.5407612041529,-16.272989845373004,3.3538610965463005,0.021741811,154.25859,-1.2853794901925872,-27.214749625479964,1.1196979,4862.696,8.256478,1539.8601,7804046.143920793,1532.0981,1.2487583,0,0,0,0,1.340055,0.6006727,0.73938227,41.44482,0.1328175,1,282.24487,7.175624,0.7322014,21.173313769238526,-13.13060742595171,288.83151225063995,5.897946207988764,0,4765.2773,4763.8154,4766.238,0.4222,0.3267,0.1708,4725.229557059616,0,False,0.009799004,False,0.8842036691798771,False,False,False
4183862715472995840,J19181439-1641226,219463296,8,0733-0838535,289.55997999999994,-16.689738888888886,-0.976,-26.628,0.151,GaiaDR2 ,3.2595,0.0634,0.0,0.0,8.2815,0.4975,0.025179,7.658,7.475,0.03,,,42.5872,12.0,100.705,1.087,1394.24,Yes,   ,No ,SB2,0.559,3.101, ,0.061,0.0079,,No ,,,7353.5,1.538,F0,N_N,,    ,0.0,0.0,No,,0,O19,Gaia DR2 4183862715472995840,289.5599844444444,-16.68962444444444,0.4975,4183862715472995840,0.14618702,0.043435097,289.55998084567574,-16.689742552420306,3.217009488533498,0.024843793,129.48947,-1.0982540872273199,-26.71703235806315,0.9199128,212.7209,8.324974,68.91308,5040059.184480408,61.919548,1.1899304,0,0,0,0,0.5071845,0.17401695,0.33316755,,,,,,,20.792516647619596,-13.321937069303196,288.79384188199765,5.482473730214481,0,6889.636,6874.576,6897.4355,0.1498,0.1334,0.0724,,0,False,0.043435097,False,0.862235769311468,False,False,False
4183939062813244032,J19164073-1616411,219622634,5,0737-0796108,289.16972,-16.278193055555555,-3.272,-26.174,0.14,GaiaDR2 ,3.3413,0.0777,0.0,0.381,8.3129,0.2598,0.002759,7.954,7.9,0.039,,,44.7748,13.0,7.49,3.275,4334.61,Yes,   ,Yes,SB2,0.132,8.571, ,2.399,0.0897,,No ,,,8340.3,1.538,A5,A_N,2.746,K2  ,0.5688000000000001,0.7183000000000002,No,Blue Straggler,0,O19,Gaia DR2 4183939062813244032,289.1697347222222,-16.278080277777775,0.2598,4183939062813244032,0.5610773,0.013395309,289.16971955687416,-16.278197018380606,3.59174832061349,0.09722782,36.94157,-1.7662142136451409,-26.30235096966245,3.4459176,2519.6375,8.326315,1494.8567,4349070.4351450745,2735.6726,1.1693822,0,3,0,25,0.25216675,0.07775593,0.17441082,41.356724,1.8195789,1,139.00511,53.11032,2.2368994,21.014877906957416,-12.809596108142303,288.47589642513145,5.939991806426664,0,,,,,,,,0,False,0.013395309,False,1.1028444130082669,True,True,False
4087715165274595456,J19131526-1706210,219288101,13,0728-1060518,288.31361,-17.10591611111111,-0.532,-27.072,0.097,GaiaDR2 ,3.3843,0.0386,0.0,0.0,8.9129,1.2948,0.00278,7.285,6.636,0.029,,,41.6729,4.0,0.055,0.173,2983.3,Yes,   ,No ,No,1.061,13.623, ,0.59,0.1327,,No ,,,4861.0,1.531,K2,N_N,,    ,0.0,0.0,No,,0,O19,Gaia DR2 4087715165274595456,288.3136125,-17.105799444444443,1.2948,4087715165274595456,0.120733835,0.0072669983,288.3136096301723,-17.1059197036897,3.3900117557331177,0.015544647,218.08224,-0.5697606093206091,-27.153682392498567,1.0696143,6886.698,8.920179,2402.4944,4134964.6674357816,3465.3542,1.2430646,0,0,0,0,1.2784748,0.565011,0.7134638,41.493828,0.16360275,1,121.82244,,,19.891869070353284,-12.413932759854307,287.5519771198875,5.224429877990555,0,,,,,,,4836.0160694586375,0,False,0.0072669983,False,1.5711853882300595,False,False,False
4087841918346863232,J19164574-1635226,219503612,15,0734-0821569,289.19060999999994,-16.589748055555553,-1.137,-26.431,0.11,GaiaDR2 ,3.2629,0.0505,0.0,0.0,9.0205,1.2958,0.002062,7.384,6.723,0.037,,,40.6253,4.0,0.572,-0.875,1802.24,Yes,   ,No ,No,0.228,1.935, ,0.294,0.0113,,No ,,,4858.8,1.53,K2,A_N,0.0,K2  ,1.0658000000000003,1.1540000000000001,No,,0,O19,Gaia DR2 4087841918346863232,289.190615,-16.589634166666663,1.2958,4087841918346863232,0.16610008,0.0077877045,289.1906147542003,-16.589752043388405,3.2878074277924636,0.016873846,194.84634,-1.297097393904194,-26.51393465297665,1.1325269,5287.6904,9.028296,1988.1583,3757118.671824448,3759.9192,1.2433187,0,0,0,0,1.2896233,0.5720854,0.7175379,41.401527,0.27671525,1,78.39633,,,20.733502564238837,-12.958702202129125,288.4547323341825,5.628503719701081,0,4967.2275,4962.771,4971.1504,0.3854,0.3005,0.1573,4833.906556177018,0,False,0.0077877045,False,1.6128283320498031,False,False,False
4087816973176237696,J19134817-1650059,219403368,14,0731-0918987,288.45073999999994,-16.835166944444442,-0.793,-26.575,0.112,GaiaDR2 ,3.2311,0.0531,0.0,0.0,9.0487,1.1298,0.003624,7.631,7.071,0.031,41.98,0.23,41.6106,7.0,0.43,0.318,3561.62,Yes,   ,No ,No,0.783,4.666, ,0.131,-0.0205,,No ,,,5250.2,1.53,K0,A_N,0.0,K2  ,1.6743000000000003,6.282800000000001,No,,0,O19,Gaia DR2 4087816973176237696,288.4507436111111,-16.835052499999996,1.1298,4087816973176237696,0.21412185,0.007247925,288.450742501255,-16.835171000578054,3.277501034083458,0.018209247,179.99103,-0.7083362057760043,-26.531762533197192,0.937824,1943.158,9.055933,566.724,3425913.551451279,750.56995,1.2290673,0,0,0,0,1.1237173,0.47873878,0.6449785,41.725044,0.13460448,1,103.793,,,20.199877436365266,-12.41892728012942,287.71692361788485,5.476496144205661,0,5157.1807,5154.67,5159.4546,0.3058,0.2453,0.1302,5233.157149190098,0,False,0.007247925,False,1.6336471855886128,False,False,False
4183932259584775168,J19164388-1626239,219561713,12,0735-0805823,289.18287,-16.44014888888889,-1.722,-28.629,0.105,GaiaDR2 ,3.1255,0.0496,0.0,2.38e-15,9.1215,0.5239,0.004534,8.437,8.297,0.04,,,41.1349,10.0,9.867,-0.365,2485.21,Yes,No ,Yes,SB1-Short,0.107,12.12, ,2.162,-0.1261,,No ,,,7250.0,1.53,F0,A_N,0.0,K2  ,0.9063000000000002,0.9447000000000002,No,,0,O19,Gaia DR2 4183932259584775168,289.1828777777777,-16.44002583333333,0.5239,4183932259584775168,0.27249378,0.0075330734,289.18287227116423,-16.440152615200375,3.236758067485757,0.045406837,71.28349,-1.266091056039281,-28.74037529541765,2.2647603,4408.1406,9.129066,2622.4824,2390390.9709281856,3211.0256,1.1794305,0,0,0,0,0.51451206,0.18716908,0.327343,40.922913,0.33602118,1,80.289,,,20.86960318276125,-12.889144304915558,288.4670890146103,5.777781686024315,1,7426.159,7413.141,7438.5303,0.3763,0.3377,0.1803,,0,False,0.0075330734,False,1.679617662965656,True,True,False
4087284053638599296,J19095056-1754064,218921728,0,0720-1077064,287.46068999999994,-17.901866944444443,-0.371,-22.239,0.128,GaiaDR2 ,2.8456,0.0442,0.0,0.0,9.2941,1.0892,0.002832,7.948,7.472,0.033,44.09,0.69,,4.0,,2.59,,Yes,   ,Yes,No,2.227,45.408, ,4.418,-0.406,,   ,,,5357.2,1.529,K0,N_N,,    ,0.0,0.0,No,,0,O19,Gaia DR2 4087284053638599296,287.4606916666666,-17.90177111111111,1.0892,4087284053638599296,0.20114097,0.007846832,287.4606903948962,-17.901869986100834,2.7802598203907043,0.014682454,189.35933,-0.23918040415882702,-22.243025914272238,0.90055466,1966.1118,9.301928,580.3195,2685697.498265547,636.9031,1.2272305,0,0,0,0,1.0803232,0.45364857,0.62667465,44.387363,0.441029,1,99.68043,,,18.80281997484009,-12.01114747987219,286.6438003836823,4.534229664785269,0,5619.287,5601.205,5686.935,0.5781,0.4733,0.2543,5345.533817923108,0,False,0.007846832,False,1.522354483689421,False,False,False
4183936485832714240,J19161456-1624071,219576178,19,0735-0805142,289.06064999999995,-16.402123055555553,-2.361,-28.319,0.1,GaiaDR2 ,3.2427,0.0451,0.0,0.0,9.5859,1.2461,0.002617,8.002,7.384,0.029,43.2,0.33,43.2265,6.0,0.43,1.253,2989.31,Yes,   ,Yes,No,0.035,0.703, ,2.229,-0.0089,,No ,,,4968.2,1.528,K2,A_N,0.0,K2  ,5.756500000000001,6.119100000000001,No,,0,O19,Gaia DR2 4183936485832714240,289.0606605555555,-16.402001111111108,1.2461,4183936485832714240,0.17292774,0.006890297,289.0606492667933,-16.402127252540684,3.279273636631221,0.01795867,182.60114,-2.442458944221747,-28.483749006476287,1.131886,6937.389,9.59282,2250.915,2187597.6948794746,3485.8823,1.2382166,0,0,0,0,1.2375154,0.54267216,0.6948433,42.655342,0.29553035,2,64.85959,,,20.85443532915004,-12.766784855593315,288.3552684702474,5.830834559097806,0,,,,,,,4943.021146131975,0,False,0.006890297,False,2.1717084554028716,False,False,False
4183945694242627584,J19165670-1612265,219648746,17,0737-0796480,289.23625,-16.20745694444444,-1.057,-27.433,0.597,GaiaDR2 ,3.3977,0.2749,1.123,389.0,9.5864,0.8257,0.00272,8.588,8.218,0.058,40.73,2.08,39.7294,5.0,0.172,-1.719,1803.23,Yes,   ,Yes,No,0.229,13.559, ,0.822,0.1461,,Yes,,,6153.8,1.528,F8,A_N,0.2498,K2  ,1.0391000000000001,1.3122000000000003,No,,0,O19,Gaia DR2 4183945694242627584,289.23625472222216,-16.207338888888888,0.8257,4183945694242627584,0.29558358,0.013131142,289.2362458015247,-16.207460763368886,3.4485603425379363,0.28116366,12.265313,-0.8550847144353058,-26.498199324581822,16.963697,3884.3977,9.599578,1829.3661,1824399.841361033,2839.2373,1.2132443,0,0,0,0,0.81795216,0.3134699,0.50448227,41.495872,0.5771417,1,80.608635,,,21.108251520822723,-12.837773609412983,288.5489136071525,6.001711200696165,0,5907.5625,5901.715,5914.3804,0.2021,0.1712,0.0926,6139.050142846958,0,False,0.013131142,False,2.287767051895443,True,True,False
4084585817738646400,J19140803-1803276,218838325,0,0719-1032466,288.53346999999997,-18.05783,-0.972,-27.445,0.101,GaiaDR2 ,3.3889,0.0488,0.0,0.0,9.6232,0.8236,0.00228,8.6,8.2,0.033,43.68,1.79,,2.0,,2.18,,Yes,   ,No ,No,1.764,15.907, ,0.824,0.1373,,   ,,,6160.8,1.528,F8,A_N,0.0,K2  ,1.1066000000000003,1.3655000000000002,No,,0,O19,Gaia DR2 4084585817738646400,288.5334744444444,-18.057711944444442,0.8236,4084585817738646400,0.23065348,0.006832123,288.5334720082265,-18.057833383165942,3.4527841579228897,0.015795378,218.59457,-0.9006855823350124,-27.437081799502057,0.9440175,6664.016,9.630049,2686.3005,1759090.4048813283,2552.2217,1.2037163,0,0,0,0,0.8167286,0.32135487,0.49537373,41.892265,0.4350108,1,50.294205,,,19.095771742659608,-13.00297813918824,287.6401151509719,4.253681738752852,0,6028.679,6015.3296,6035.352,0.258,0.2187,0.1178,6145.006328415324,0,False,0.006832123,False,2.320895903710211,False,False,False
4183946377129616128,J19164823-1611522,219652181,16,0738-0796593,289.20095,-16.19798111111111,1.852,-25.307,0.118,GaiaDR2 ,2.6709,0.0608,0.098,3.16,9.6451,0.4259,0.002973,9.11,8.936,0.035,,,42.864,11.0,25.645,1.364,2480.27,Yes,   ,Yes,SB2,0.216,66.568, ,3.064,-0.5807,,No ,,,7640.1,1.518,A7,A_N,0.0,K2  ,0.9019000000000001,0.9362000000000001,No,,0,O19,Gaia DR2 4183946377129616128,289.2009416666666,-16.197871944444444,0.4259,4183946377129616128,0.31196374,0.0062437057,289.2009540308109,-16.197984752830347,3.3249919187179184,0.11482579,28.956839,-0.8008770584887004,-26.736042554482093,5.4380245,4321.5757,9.651301,2496.829,1403473.318275522,3159.4285,1.1739419,0,0,0,0,0.41828728,0.14687061,0.27141666,39.57151,1.4421291,1,91.95813,89.141335,6.552786,21.102439695019374,-12.803043040124333,288.51638755595553,6.015566709953425,0,7822.883,7782.2583,7864.539,0.3546,0.3232,0.173,,0,False,0.0062437057,False,2.2602543544828535,True,True,False
4184128934728130304,J19160865-1611148,219655998,20,0738-0795604,289.03603999999996,-16.187563055555554,-0.63,-26.192,0.094,GaiaDR2 ,3.1451,0.0473,0.0,0.0,9.7534,0.8845,0.00214,8.626,8.297,0.034,41.99,1.63,41.171,5.0,0.361,-0.375,1802.26,Yes,   ,No ,No,0.204,10.156, ,0.517,-0.1065,,No ,,,5961.5,1.518,G0,A_N,0.0,K2  ,0.8913000000000002,1.3907000000000003,No,,0,O19,Gaia DR2 4184128934728130304,289.03604277777777,-16.187450277777774,0.8845,4184128934728130304,0.2209957,0.00521183,289.03604212370874,-16.18756669211572,3.253717522181545,0.015574273,208.91618,-0.7230073384203242,-26.32071958267712,0.87927985,6621.18,9.758587,3057.1406,1605804.30738557,3041.1572,1.2080318,0,0,0,0,0.87485504,0.34993172,0.5249233,42.06301,0.3154687,1,86.72207,,,21.043742697737095,-12.655017974058644,288.3598813675246,6.046642401053998,0,,,,,,,5965.0444235509885,0,False,0.00521183,False,2.3204861141291016,False,False,False
4180839161574392704,J19193373-1658514,219341906,18,0730-0984375,289.89054,-16.98108,-0.506,-23.911,0.097,GaiaDR2 ,3.286,0.0498,0.0,0.0,9.7649,0.8494,0.00198,8.682,8.326,0.031,40.45,0.36,41.0542,11.0,2.131,-0.902,4345.55,Yes,   ,Yes,No,0.997,6.283, ,2.743,0.0344,,No ,,,6075.3,1.518,G0,A_N,1.594,K2  ,0.8820000000000001,1.7772000000000003,No,,0,O19,Gaia DR2 4180839161574392704,289.89054222222217,-16.980976944444443,0.8494,4180839161574392704,0.27685693,0.007042885,289.8905367379682,-16.98108375028002,3.303694870074794,0.038172703,86.546005,-0.05051036162354405,-24.194947526535444,2.2955952,3382.9924,9.771974,1584.3989,1558938.5040516579,2296.9946,1.2032545,0,12,0,11,0.84186745,0.3357172,0.50615025,39.87157,0.2676604,1,105.677086,,,20.65594891481987,-13.731022311421237,289.069243464048,5.151133275211611,1,6102.485,6089.6206,6113.403,0.3706,0.3141,0.1696,6070.405909564284,0,False,0.007042885,False,2.3669732547970845,True,True,False
4088006054816932352,J19132220-1645096,219437560,21,0732-0862104,288.34254,-16.752823055555552,-4.819,-25.659,0.122,GaiaDR2 ,3.7238,0.067,0.073,1.73,9.7782,0.8361,0.001921,8.737,8.367,0.029,43.11,0.16,43.5861,39.0,7.342,1.854,4342.47,Yes,   ,Yes,SB1-Short,0.835,39.534, ,4.021,0.4722,,No ,,,6119.2,1.518,F8,A_N,0.0,K2  ,0.5535000000000001,0.6725000000000001,No,,0,O19,Gaia DR2 4088006054816932352,288.34256166666665,-16.752712499999998,0.8361,4088006054816932352,0.27266702,0.0052318573,288.3425424251822,-16.75282659482333,3.2534990940840776,0.11021685,29.519072,-3.3135222503873374,-26.39295646047741,5.2074823,6307.133,9.783412,2895.986,1533065.2953187714,5085.111,1.2033545,0,0,0,0,0.8265066,0.32708836,0.49941826,41.715626,0.6318454,1,70.8368,,,20.23162595775848,-12.290285557884884,287.62411989114906,5.571247351289593,0,5905.137,5898.9775,5912.0723,0.2163,0.1826,0.0984,6109.233859885193,0,False,0.0052318573,False,2.345165430392207,True,True,False
4184214662277178624,J19133648-1548104,219790372,25,0741-0797667,288.40205999999995,-15.803066111111109,4.765,-25.551,0.154,GaiaDR2 ,2.7446,0.0862,0.165,8.02,9.8719,1.2168,0.002625,8.341,7.731,0.027,39.95,2.25,40.4196,4.0,0.764,-1.092,2983.31,Yes,   ,Yes,No,0.902,56.739, ,5.78,-0.507,,No ,,,5035.8,1.52,K2,N_N,,    ,0.0,0.0,No,,0,O19,Gaia DR2 4184214662277178624,288.4020386111111,-15.80295611111111,1.2168,4184214662277178624,0.27373347,0.008842468,288.40206514681165,-15.803069878463349,3.339433478217214,0.09663526,34.55709,2.815169757448806,-25.272797813150987,5.5371003,1370.9448,9.880773,640.1487,1661263.8781712542,1281.5922,1.2373427,0,0,0,0,1.2093153,0.525342,0.6839733,,,,,,,21.13649035751542,-11.940153346911366,287.8015286656961,6.506221945427801,0,,,,,,,5011.50959031929,0,False,0.008842468,False,2.4991365741671974,True,True,False
