Cluster,SourceID,Prot,GaiaDR2,RA_ICRS,DE_ICRS,plx,e_plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,BPmag,RPmag,BP-RP,Delta,Pmemb,Class,MG0proj,Mass,Teff,FlagMT,SimbadName,_RA_icrs,_DE_icrs,recno
M37     ,Hartman08 182 ,11.3488143,3451197674800137088,87.8887135894,32.6359342241,0.7835,0.1445,1.8410000000000002,0.274,-5.944000000000001,0.22400000000000003,18.114685,18.845165,17.222153,1.6230125,0.78,0.999,probable-member,6.728,0.738,4645,intermediate,Cl* NGC 2099 HGH V182,87.88870417424368,32.635959818086555,2128
M37     ,Hartman08 194 ,12.29043856,3451199324073170432,87.8927736948,32.7261656333,1.0247,0.2163,2.4410000000000003,0.342,-5.266000000000001,0.28,18.474104,18.972965,17.504951,1.4680138,1.381,0.998,probable-member,7.051,0.705,4447,intermediate,Cl* NGC 2099 HGH V194,87.89276120407571,32.72618830633254,2130
M37     ,Hartman08 198 ,10.33115244,3451191971083267840,87.8936378299,32.532187358,0.775,0.1691,1.7620000000000002,0.335,-5.346000000000001,0.28200000000000003,18.047028,18.780518,17.205465,1.5750523,0.688,0.997,probable-member,6.617,0.75,4715,intermediate,Cl* NGC 2099 HGH V198,87.89362883356425,32.53221037602783,2131
M37     ,Hartman08 208 ,12.53807965,3451193242393806336,87.8977457915,32.6055221072,0.4003,0.194,1.9520000000000002,0.37100000000000005,-6.136000000000001,0.30100000000000005,18.56154,19.320654,17.620296,1.7003574,1.134,0.99,probable-member,7.211,0.69,4362,faint,Cl* NGC 2099 HGH V208,87.89773581235968,32.605548526671285,2132
M37     ,Hartman08 214 ,9.59799445,3451192761357324672,87.8993848835,32.5606223949,0.683,0.1982,1.9870000000000003,0.29600000000000004,-6.013000000000001,0.24400000000000002,18.108152,18.8569,17.25923,1.5976696,0.72,0.999,probable-member,6.696,0.742,4666,intermediate,Cl* NGC 2099 HGH V214,87.89937473366702,32.560648285105785,2133
M37     ,Hartman08 232 ,1.78663489,3451197915318636032,87.9086369752,32.6739284651,0.7839,0.2972,1.7090000000000003,0.56,-5.666,0.48400000000000004,19.09375,20.12272,18.093279,2.0294418,0.316,0.994,probable-member,7.776,0.635,4077,faint,Cl* NGC 2099 HGH V232,87.90862823432481,32.67395285971073,2136
M37     ,Hartman08 233 ,12.74358869,3451197812244822016,87.9092370611,32.6475426724,0.6341,0.4155,3.4340000000000006,0.9140000000000001,-6.463000000000001,0.801,19.561953,20.423742,18.45415,1.969593,1.095,0.989,probable-member,8.239,0.59,3873,faint,Cl* NGC 2099 HGH V233,87.90921950018715,32.647570499733895,2137
M37     ,Hartman08 237 ,14.94814993,3451192864436544896,87.9100719161,32.5612374521,1.3062,0.3266,1.6840000000000002,0.6930000000000001,-6.515000000000001,0.6280000000000001,19.236803,19.907621,18.19092,1.7167015,1.379,0.995,probable-member,7.888,0.624,4026,faint,Cl* NGC 2099 HGH V237,87.9100633120665,32.561265504256966,2138
M37     ,Hartman08 248 ,9.5099376,3451194651143095808,87.913944868,32.6106824128,0.4331,0.1206,2.027,0.22400000000000003,-5.565,0.18400000000000002,17.689846,18.38337,16.87227,1.5110989,1.116,0.989,probable-member,6.313,0.789,4888,intermediate,Cl* NGC 2099 HGH V248,87.91393450668532,32.610706372977816,2140
M37     ,Hartman08 251 ,7.72735017,3451179361059116416,87.9156990491,32.459854896,0.6326,0.0836,1.8000000000000003,0.18100000000000002,-5.567000000000001,0.15300000000000002,16.912645,17.444939,16.185757,1.259182,0.42,0.999,probable-member,5.284,0.941,5527,bright,Cl* NGC 2099 HGH V251,87.91568986281175,32.459878863038604,2141
M37     ,Hartman08 253 ,9.50996637,3451173107586623616,87.9165285613,32.4022885466,0.5348,0.1064,2.1020000000000003,0.21800000000000003,-5.549,0.18000000000000002,17.306982,17.936323,16.53251,1.4038124,0.801,0.997,probable-member,5.904,0.845,5134,bright,Cl* NGC 2099 HGH V253,87.91651784023081,32.40231243686232,2142
M37     ,Hartman08 269 ,7.33485027,3451191696205317120,87.9229451524,32.5120814395,0.5314,0.125,2.176,0.23000000000000004,-5.5280000000000005,0.19200000000000003,17.34974,17.951292,16.564184,1.3871078,0.816,0.997,probable-member,5.836,0.854,5176,bright,Cl* NGC 2099 HGH V269,87.92293404393972,32.51210523866166,2143
M37     ,Hartman08 287 ,11.47440059,3451191730565064192,87.9320055111,32.5161841587,1.0564,0.1756,1.336,0.35500000000000004,-5.5920000000000005,0.29900000000000004,18.226944,18.8465,17.280973,1.565527,1.53,0.995,probable-member,6.762,0.735,4624,intermediate,Cl* NGC 2099 HGH V287,87.93199868892555,32.51620823605829,2145
M37     ,Hartman08 288 ,2.71180368,3451198636873332224,87.9323173704,32.7275373685,0.9235,0.2545,1.4520000000000002,0.405,-4.968000000000001,0.335,18.658781,19.528164,17.703114,1.8250504,1.343,0.968,probable-member,7.321,0.679,4305,faint,Cl* NGC 2099 HGH V288,87.93230993806638,32.72755875814256,2146
M37     ,Hartman08 292 ,3.14817326,3451192142882053632,87.9359554787,32.5637758704,0.6436,0.0456,2.1550000000000002,0.09200000000000001,-5.540000000000001,0.07700000000000001,15.603954,16.037231,14.990983,1.0462484,0.744,1.0,probable-member,4.263,1.134,6176,bright,Cl* NGC 2099 HGH V292,87.93594446806252,32.56379972344389,2147
M37     ,Hartman08 295 ,10.64946936,3451194891661628672,87.93719611,32.6603307823,0.6156,0.1214,1.9010000000000002,0.22500000000000003,-5.602,0.18400000000000002,17.773903,18.538584,16.904484,1.6341,0.264,0.999,probable-member,6.628,0.749,4708,intermediate,Cl* NGC 2099 HGH V295,87.93718638645795,32.660354904171484,2149
M37     ,Hartman08 305 ,15.96275919,3451191666140988928,87.9414960821,32.5106219944,0.2466,0.5046,1.7040000000000002,1.1540000000000001,-5.992000000000001,1.048,19.869043,20.60158,18.69779,1.9037895,0.528,0.92,probable-member,8.539,0.562,3758,faint,Cl* NGC 2099 HGH V305,87.94148738278776,32.510647793157155,2150
M37     ,Hartman08 307 ,6.25443394,3451194517998325248,87.9558909981,32.599508661,0.9989,0.5531,1.3370000000000002,1.1920000000000002,-6.256000000000001,0.9930000000000001,20.02457,20.343544,18.779358,1.5641861,0.569,0.968,probable-member,8.66,0.55,3712,faint,Cl* NGC 2099 HGH V307,87.95588416397493,32.59953559517231,2151
M37     ,Hartman08 311 ,6.25216124,3451194616783664768,87.9573938128,32.6284289783,0.7457,0.1643,2.055,0.30900000000000005,-5.628000000000001,0.252,18.301851,19.035673,17.37115,1.6645241,0.336,0.999,probable-member,6.917,0.719,4527,intermediate,Cl* NGC 2099 HGH V311,87.95738330929015,32.62845321141196,2152
M37     ,Hartman08 314 ,3.91581267,3451193659008912384,87.9586204537,32.5864983084,0.5952,0.0519,2.1990000000000003,0.09400000000000001,-5.586,0.08000000000000002,15.563522,15.992931,14.955906,1.0370255,1.028,0.999,probable-member,4.215,1.144,6206,bright,Cl* NGC 2099 HGH V314,87.958609214615,32.58652236070147,2153
M37     ,Hartman08 318 ,13.92892969,3451193654710596992,87.960202656,32.5841500406,1.2497,0.3144,2.1290000000000004,0.668,-5.3180000000000005,0.6070000000000001,19.115278,20.033802,17.998552,2.0352497,1.118,0.996,probable-member,7.798,0.632,4067,faint,Cl* NGC 2099 HGH V318,87.96019177560088,32.584172935485796,2155
M37     ,Hartman08 320 ,6.20775073,3451179812034874112,87.960499165,32.4752486043,0.6992,0.056,2.031,0.11600000000000002,-5.728000000000001,0.09600000000000002,16.056875,16.527472,15.417622,1.1098499,0.461,1.0,probable-member,4.592,1.068,5971,bright,Cl* NGC 2099 HGH V320,87.96048879791618,32.475273268358855,2156
M37     ,Hartman08 322 ,10.91090561,3451179223620161664,87.9606732552,32.4588745451,0.7643,0.1858,1.5390000000000001,0.37900000000000006,-5.611000000000001,0.31500000000000006,18.319227,19.041183,17.3979,1.6432838,0.619,0.997,probable-member,6.921,0.718,4524,intermediate,Cl* NGC 2099 HGH V322,87.96066540229586,32.45889870348223,2158
M37     ,Hartman08 327 ,6.01568362,3451178197127187840,87.9623188391,32.3988278837,0.5704,0.0633,1.5970000000000002,0.139,-5.4030000000000005,0.117,16.24378,16.695917,15.547674,1.148243,1.337,0.992,probable-member,4.778,1.032,5853,bright,Cl* NGC 2099 HGH V327,87.96231069563834,32.39885114558335,2160
M37     ,Hartman08 328 ,6.99742033,3451194999038666880,87.9630349379,32.6395852959,0.7152,0.0684,2.1180000000000003,0.14800000000000002,-5.774000000000001,0.117,16.609518,17.153788,15.896218,1.2575693,0.687,1.0,probable-member,5.277,0.942,5531,bright,Cl* NGC 2099 HGH V328,87.96302411033625,32.63961015736644,2161
M37     ,Hartman08 334 ,8.71100921,3451179154900650240,87.9649438553,32.4440973411,0.5036,0.1511,1.6480000000000001,0.30600000000000005,-5.268000000000001,0.254,17.798449,18.528875,16.973951,1.554924,1.044,0.977,probable-member,6.456,0.77,4807,intermediate,Cl* NGC 2099 HGH V334,87.96493544700476,32.44412002406241,2163
M37     ,Hartman08 335 ,9.59799445,3451221932775968512,87.9650572636,32.7272944762,0.7026,0.144,2.301,0.22700000000000004,-5.625000000000001,0.18700000000000003,17.59097,18.22401,16.780975,1.4430351,0.742,0.999,probable-member,6.07,0.822,5033,intermediate,Cl* NGC 2099 HGH V335,87.96504548458138,32.72731869696792,2164
M37     ,Hartman08 345 ,12.58882036,3451179601577280384,87.9685575185,32.4580219641,0.8824,0.1544,2.0040000000000004,0.31900000000000006,-5.673000000000001,0.264,18.049429,18.754778,17.18198,1.5727978,0.799,0.999,probable-member,6.615,0.75,4716,intermediate,Cl* NGC 2099 HGH V345,87.9685472913224,32.45804639046015,2166
M37     ,Hartman08 348 ,10.2549286,3451193345472864896,87.9697390704,32.5533765761,0.4518,0.146,1.4340000000000002,0.277,-5.356000000000001,0.23200000000000004,17.998117,18.737583,17.11387,1.6237125,1.334,0.932,probable-member,6.662,0.745,4687,intermediate,Cl* NGC 2099 HGH V348,87.96973174509326,32.55339963512387,2167
M37     ,Hartman08 350 ,11.39036983,3451221967135760768,87.9699970983,32.7430621115,0.917,0.1642,1.8940000000000001,0.233,-5.347,0.19400000000000003,17.802624,18.48977,16.98344,1.5063305,1.093,0.999,probable-member,6.336,0.786,4875,intermediate,Cl* NGC 2099 HGH V350,87.9699874006151,32.74308513263874,2168
M37     ,Hartman08 366 ,12.62821762,3451179945174781056,87.9743446169,32.4983298327,0.9476,0.2709,2.728,0.652,-6.014000000000001,0.531,19.025763,19.810091,17.94247,1.8676205,0.978,0.997,probable-member,7.692,0.643,4115,faint,Cl* NGC 2099 HGH V366,87.9743306929833,32.49835572514308,2170
M37     ,Hartman08 374 ,9.77903175,3451221864056480000,87.9772063182,32.7283563606,0.6155,0.1547,2.0410000000000004,0.23900000000000002,-5.934000000000001,0.198,17.734613,18.448278,16.915594,1.5326843,0.697,0.999,probable-member,6.383,0.78,4848,intermediate,Cl* NGC 2099 HGH V374,87.97719587234053,32.72838191026472,2172
M37     ,Hartman08 381 ,7.99462863,3451177887889544832,87.9788143137,32.3753078987,0.6038,0.1344,1.7810000000000001,0.28900000000000003,-5.678000000000001,0.24700000000000003,17.462183,18.078,16.633842,1.4441566,0.374,0.998,probable-member,6.061,0.823,5038,bright,Cl* NGC 2099 HGH V381,87.97880523631356,32.37533234708276,2174
M37     ,Hartman08 387 ,8.4450991,3451180048254025984,87.9798412644,32.5184693552,0.6608,0.0992,2.064,0.19700000000000004,-5.572000000000001,0.162,17.277937,17.861156,16.501802,1.359354,0.335,1.0,probable-member,5.717,0.872,5252,bright,Cl* NGC 2099 HGH V387,87.97983072501151,32.51849334499381,2175
M37     ,Hartman08 388 ,0.77888697,3451193281050064256,87.980252127,32.5338670768,1.8407,0.6382,0.48900000000000005,1.6610000000000003,-6.055000000000001,1.3370000000000002,20.230223,21.153688,18.926474,2.2272148,1.185,0.921,probable-member,8.931,0.524,3627,faint,Cl* NGC 2099 HGH V388,87.98024962851922,32.5338931450992,2176
M37     ,Hartman08 389 ,7.41789335,3451193311113123840,87.980662811,32.5518643461,0.7239,0.1487,1.7440000000000002,0.273,-5.649000000000001,0.23000000000000004,18.071026,18.830677,17.179205,1.6514721,0.396,0.999,probable-member,6.734,0.738,4642,intermediate,Cl* NGC 2099 HGH V389,87.9806539035998,32.551888668409006,2177
M37     ,Hartman08 394 ,10.4001996,3451179537156968960,87.9819661039,32.4506302792,0.7015,0.1517,1.8670000000000002,0.31300000000000006,-4.968000000000001,0.259,18.036604,18.811636,17.093136,1.7185001,1.272,0.973,probable-member,6.799,0.731,4601,intermediate,Cl* NGC 2099 HGH V394,87.98195658010864,32.45065166812022,2178
M37     ,Hartman08 402 ,5.5710729,3451193689070352256,87.985063088,32.5873608399,0.6776,0.0802,1.6500000000000001,0.14500000000000002,-6.051000000000001,0.12500000000000003,16.395645,16.932682,15.659493,1.2731886,1.308,0.998,probable-member,5.342,0.931,5489,bright,Cl* NGC 2099 HGH V402,87.98505465706712,32.58738689092959,2179
M37     ,Hartman08 404 ,5.96950681,3451222070215020288,87.9853044989,32.7551481712,0.8563,0.1963,2.2510000000000003,0.36000000000000004,-5.648000000000001,0.29300000000000004,18.228329,18.955214,17.32179,1.6334229,0.713,0.999,probable-member,6.827,0.728,4583,intermediate,Cl* NGC 2099 HGH V404,87.98529297443329,32.75517248951278,2180
M37     ,Hartman08 410 ,7.80901331,3451193482911904512,87.9866965965,32.582085278,0.4719,0.1272,2.119,0.23500000000000001,-5.534000000000001,0.19500000000000003,17.550995,18.174255,16.725672,1.4485836,0.965,0.993,probable-member,6.082,0.82,5025,intermediate,Cl* NGC 2099 HGH V410,87.98668576783834,32.58210910586139,2182
M37     ,Hartman08 417 ,7.4713491,3451193311113114752,87.9885019697,32.5482576012,0.7459,0.1025,1.8950000000000002,0.21600000000000003,-5.327000000000001,0.18600000000000003,17.35131,17.977062,16.567392,1.4096699,0.847,0.999,probable-member,5.926,0.842,5120,bright,Cl* NGC 2099 HGH V417,87.98849229020088,32.54828053582959,2185
M37     ,Hartman08 422 ,7.1617085,3451179979534536576,87.989276481,32.5124878845,0.7378,0.0824,2.2310000000000003,0.18600000000000003,-5.7780000000000005,0.14900000000000002,16.911703,17.464209,16.18228,1.281929,0.873,1.0,probable-member,5.38,0.925,5464,bright,Cl* NGC 2099 HGH V422,87.98926509218595,32.512512763197,2187
M37     ,Hartman08 424 ,6.31561821,3451195136477583872,87.9904702098,32.66275306,0.6022,0.0584,1.745,0.10600000000000001,-5.474,0.08700000000000001,16.070023,16.542368,15.43723,1.1051378,0.921,0.999,probable-member,4.568,1.072,5986,bright,Cl* NGC 2099 HGH V424,87.99046128727291,32.662776628147846,2188
M37     ,Hartman08 428 ,6.63121609,3451179571513082624,87.9909041539,32.470521555,1.0206,0.5829,2.2760000000000002,1.149,-5.8740000000000006,0.9940000000000001,19.916712,20.739374,18.712687,2.0266876,0.41,0.976,probable-member,8.599,0.556,3735,faint,Cl* NGC 2099 HGH V428,87.990892539281,32.47054684730579,2189
M37     ,Hartman08 448 ,7.5667964,3451174967311782272,87.9943089565,32.3653718769,0.7824,0.1318,1.739,0.256,-5.8420000000000005,0.20800000000000002,17.303658,17.925194,16.544027,1.3811665,0.739,0.999,probable-member,5.811,0.858,5192,bright,Cl* NGC 2099 HGH V448,87.9943000908683,32.365397028551214,2192
M37     ,Hartman08 450 ,7.34779767,3451193315412017536,87.994611465,32.556933204,0.6509,0.0568,1.9650000000000003,0.11100000000000002,-5.574000000000001,0.09100000000000001,16.10253,16.59079,15.438853,1.1519365,0.27,1.0,probable-member,4.796,1.029,5842,bright,Cl* NGC 2099 HGH V450,87.99460142898397,32.55695720152286,2193
M37     ,Hartman08 467 ,1.9513895,3451218943478716544,87.9986866473,32.7275199008,-0.6326,0.8377,1.8620000000000003,1.1210000000000002,-5.9430000000000005,0.9130000000000001,20.119385,20.62031,18.938786,1.6815243,0.915,0.908,probable-member,8.767,0.54,3678,faint,Cl* NGC 2099 HGH V467,87.9986771190502,32.72754548665155,2194
M37     ,Hartman08 469 ,6.39590788,3451181457003295872,87.9989362047,32.5162098026,0.6249,0.0665,1.354,0.138,-5.745000000000001,0.11200000000000002,16.421682,16.927876,15.737654,1.1902218,1.514,0.99,probable-member,4.976,0.996,5728,bright,Cl* NGC 2099 HGH V469,87.99892928874416,32.516234538175325,2196
M37     ,Hartman08 480 ,9.33189549,3451181663162210048,88.0041052594,32.5517360652,0.6028,0.199,1.318,0.399,-6.275,0.33,18.446436,19.240005,17.479435,1.7605705,1.283,0.988,probable-member,7.1,0.701,4421,intermediate,Cl* NGC 2099 HGH V480,88.00409852668295,32.55176308378312,2200
M37     ,Hartman08 481 ,3.28099357,3451178502064728320,88.0041603087,32.4222287045,0.8898,0.2983,1.2160000000000002,0.649,-5.713000000000001,0.557,19.032852,19.853323,18.006071,1.8472519,0.752,0.982,probable-member,7.697,0.642,4113,faint,Cl* NGC 2099 HGH V481,88.00415410650028,32.42225330189828,2201
M37     ,Hartman08 487 ,10.26298251,3451175066090841472,88.0065294798,32.3799842023,0.6876,0.1525,1.6770000000000003,0.31000000000000005,-5.620000000000001,0.253,17.957083,18.691769,17.100567,1.5912018,0.42,0.998,probable-member,6.595,0.753,4728,intermediate,Cl* NGC 2099 HGH V487,88.00652092803578,32.38000839778225,2202
M37     ,Hartman08 495 ,9.73108278,3451181491363516544,88.0092350269,32.5397157512,0.4797,0.124,1.6590000000000003,0.22000000000000003,-5.799,0.18800000000000003,17.19385,17.747673,16.429192,1.3184814,1.07,0.996,probable-member,5.542,0.898,5363,bright,Cl* NGC 2099 HGH V495,88.00922655616455,32.539740721007796,2205
M37     ,Hartman08 499 ,10.35740926,3451193448552165888,88.010624381,32.5820712806,0.7068,0.1862,1.9610000000000003,0.272,-5.222,0.23100000000000004,17.909958,18.596388,17.07128,1.5251083,0.858,0.995,probable-member,6.434,0.773,4819,intermediate,Cl* NGC 2099 HGH V499,88.01061436170643,32.58209376572582,2206
M37     ,Hartman08 501 ,14.80585435,3451218874759174784,88.0119048319,32.7115306375,0.4824,0.5946,2.3960000000000004,1.084,-5.752000000000001,0.8720000000000001,20.04455,21.08235,18.843647,2.2387028,0.31,0.97,probable-member,8.746,0.542,3685,faint,Cl* NGC 2099 HGH V501,88.01189257062752,32.71155540449748,2207
M37     ,Hartman08 502 ,10.41845427,3451194135747332736,88.0125952487,32.627947022,0.7741,0.1621,1.485,0.281,-5.824000000000001,0.23100000000000004,17.769117,18.439837,16.939535,1.5003014,0.929,0.997,probable-member,6.307,0.789,4892,intermediate,Cl* NGC 2099 HGH V502,88.01258765762327,32.62797209660446,2208
M37     ,Hartman08 546 ,6.82022206,3451178845662144000,88.0236424995,32.451925339,0.7152,0.0762,1.8560000000000003,0.131,-6.024000000000001,0.10800000000000001,16.469093,16.97906,15.778731,1.2003279,1.151,0.999,probable-member,5.022,0.987,5698,bright,Cl* NGC 2099 HGH V546,88.02363303101141,32.45195127780817,2218
M37     ,Hartman08 552 ,7.82451777,3451194346203590528,88.0254217991,32.6490977833,0.6344,0.0618,2.2510000000000003,0.11000000000000001,-5.700000000000001,0.09200000000000001,16.01351,16.477547,15.365798,1.1117487,0.912,1.0,probable-member,4.601,1.066,5965,bright,Cl* NGC 2099 HGH V552,88.02541028896253,32.64912232595457,2221
M37     ,Hartman08 556 ,7.02323356,3451193929595325184,88.0268796932,32.6077642718,0.5202,0.0943,2.6470000000000002,0.16100000000000003,-5.667000000000001,0.137,17.006193,17.554176,16.209263,1.3449135,1.892,0.928,probable-member,5.655,0.881,5291,bright,Cl* NGC 2099 HGH V556,88.02686616213249,32.60778867029229,2223
M37     ,Hartman08 558 ,7.19151007,3451194346203585280,88.0279695874,32.6537818534,0.7552,0.0912,1.735,0.16100000000000003,-5.747000000000001,0.135,16.796673,17.350922,16.081888,1.2690334,0.756,1.0,probable-member,5.324,0.934,5500,bright,Cl* NGC 2099 HGH V558,88.02796071338,32.65380659942121,2224
M37     ,Hartman08 565 ,7.81389098,3451218599881172992,88.0296242877,32.6848660371,0.5964,0.1148,2.1500000000000004,0.21000000000000002,-5.493,0.17500000000000002,17.414639,18.06007,16.639292,1.4207783,0.669,0.999,probable-member,5.97,0.836,5094,bright,Cl* NGC 2099 HGH V565,88.02961328768006,32.6848896888116,2225
M37     ,Hartman08 572 ,10.05599756,3451181628802473600,88.0313214332,32.5547401079,0.6781,0.1453,2.2540000000000004,0.28700000000000003,-6.0600000000000005,0.24300000000000002,17.908308,18.490664,17.044794,1.4458694,0.974,0.999,probable-member,6.251,0.797,4923,intermediate,Cl* NGC 2099 HGH V572,88.031309921373,32.55476620168875,2227
M37     ,Hartman08 573 ,8.33746985,3451219463172256512,88.0314605212,32.754970212,0.5097,0.0936,1.9120000000000001,0.15500000000000003,-5.505000000000001,0.128,17.103743,17.750277,16.34954,1.4007359,0.997,0.996,probable-member,5.892,0.846,5141,bright,Cl* NGC 2099 HGH V573,88.03145073434695,32.754993913631395,2228
M37     ,Hartman08 579 ,5.8213069,3451181633100957568,88.0329154503,32.5566064014,0.866,0.1774,2.281,0.34900000000000003,-5.618,0.29000000000000004,18.38,19.125648,17.42096,1.704689,0.818,0.999,probable-member,7.015,0.709,4466,intermediate,Cl* NGC 2099 HGH V579,88.03290379626141,32.55663059150474,2230
M37     ,Hartman08 582 ,8.80365129,3451181216485089920,88.0335192834,32.5001860742,1.4547,0.5592,2.813,1.1660000000000001,-6.174,0.9800000000000001,20.105185,20.445492,18.664904,1.7805882,0.969,0.989,probable-member,8.763,0.54,3680,faint,Cl* NGC 2099 HGH V582,88.03350492479603,32.50021265646643,2231
